tweet_id,handle,text,candidate,state,sentiment type,sentiment score,created_at,coordinates_lat,coordinates_lon
7.31E+17,nananw,"RT @theodoreshoebat: Donald Trump, Build That Wall. Watch The New Documentary That Reveals The Most Horrific Massacres In Mexicohttps://t.‰Û_",Trump,WA,positive,0.0511648,5/11/16 23:15,0,0
7.31E+17,BasedJ_,RT @FASILEKA: The media is gonna ignore the fact that Bernie Sanders did this yesterday in Sacramento? https://t.co/LRB3nrDbFp,Sanders,FL,negative,-0.687652,5/11/16 23:15,0,0
7.31E+17,MariJaneWatts,Trump is indeed an orange faced windbag.  #hardball,Trump,FL,negative,-0.748668,5/11/16 23:15,0,0
7.31E+17,Sassy_One_87,RT @BetteMidler: It‰Ûªs finally sunny. I hope #DonaldTrump gets out and gets some color around his eyes so they match the rest of his face.,Trump,IL,positive,0.532941,5/11/16 23:15,0,0
7.31E+17,TrussElise,"https://t.co/pXLsLmpyih VOTE #TRUMPHeidi Cruz on Creation Board of the NAU, as Ted pressed2 export US manufacturing2 Mexico Since the 90s",Trump,RI,positive,0.348613,5/11/16 23:15,0,0
7.31E+17,OuttaBaghdad4Nw,RT @Robby525: #TrumpSupporters - Will you prefer to know that #Trump's taxes show #fraud before Nov or after? #Con #Sham #Scam #Grifter #GO‰Û_,Trump,FL,negative,-0.141855,5/11/16 23:15,0,0
7.31E+17,leo_aguado5140,RT @Nero: Immigration in Europe is totally out of control. This is what Trump wants to stop in America. Help him! https://t.co/IvfTFoBk9l,Trump,PA,positive,0.0200855,5/11/16 23:15,0,0
7.31E+17,JA03221920,RT @SamanthaFitch4: Actually Hillary keeps losing ground to Bernie in the polls. Time is Bernie's friend. #FeelTheBern #NeverHillary  https‰Û_,Sanders,NY,negative,-0.448375,5/11/16 23:15,0,0
7.31E+17,mikekirbyone,"RT @JewhadiTM: FBI Director: ""I‰Ûªm not familiar with the term ‰Û÷security inquiry..."" it's an ""investigation"" #ClintonEmails  https://t.co/5Hn‰Û_",Clinton,CT,negative,-0.391489,5/11/16 23:15,0,0
7.31E+17,JennyJW13,Just made my endorsement for @realDonaldTrump on @ChangePolitics. Be a voice for your candidate. https://t.co/ilYHVPuA5X #Trump2016,Trump,NY,positive,0.397426,5/11/16 23:15,0,0
7.31E+17,missnintyd,"RT @RogerJStoneJr: Beware @RealDonaldTrump -What @SpeakerRyan is up to https://t.co/OBizKJusPL",Trump,CA,negative,-0.649022,5/11/16 23:15,0,0
7.31E+17,LindajoB,Trump: Maybe I should start focusing on 'Crazy Bernie' @CNNPolitics https://t.co/eFTPkOpP7J Nothing bad 2 say! #FeelTheBern #DropOutHillary,Sanders,OR,negative,-0.382225,5/11/16 23:15,0,0
7.31E+17,siaayrom,"RT @HillaryClinton: Trump's policies that affect women are even more offensive than his comments on women‰ÛÓand that's saying something.http‰Û_",Clinton,TX,negative,-0.45315,5/11/16 23:15,0,0
7.31E+17,Raytaracena,RT @FASILEKA: The media is gonna ignore the fact that Bernie Sanders did this yesterday in Sacramento? https://t.co/LRB3nrDbFp,Sanders,WA,negative,-0.687652,5/11/16 23:15,0,0
7.31E+17,crazyfamilyomg,RT @elizabethforma: .@realDonaldTrump: Your policies are dangerous. Your words are reckless. Your record is embarrassing. And your free rid‰Û_,Trump,TX,negative,-0.106039,5/11/16 23:15,0,0
7.31E+17,IrreverentDuo,"RT @samsteinhp: So, to summarize: Obama has to release his birth certificate and college transcripts but Trump‰Ûªs tax returns are, meh.",Trump,CO,neutral,0,5/11/16 23:15,0,0
7.31E+17,davemasters,"RT @HillaryClinton: Trump's policies that affect women are even more offensive than his comments on women‰ÛÓand that's saying something.http‰Û_",Clinton,PA,negative,-0.45315,5/11/16 23:15,0,0
7.31E+17,jdfreedomsfirst,"RT @dlb703: Release the damn returns, you crooked liberal crapweasel @realDonaldTrump! #ReleaseTheReturns  https://t.co/JT2Ti90Epw",Trump,TX,negative,-0.373615,5/11/16 23:15,0,0
7.31E+17,CarolynColson,"RT @TheLastRefuge2: LOL - Bernie (actual speech quote): ""we are a great nation because we are men and women"" !!  (((CROWD ROARS))) https:/‰Û_",Sanders,AR,positive,0.846099,5/11/16 23:15,0,0
7.31E+17,PoliticallyGQ,Dear #MicroAggression jump on the #TrumpTrain and https://t.co/DH9X0Cx8y9  https://t.co/9M3Ah4Jpk9,Trump,NY,negative,-0.211367,5/11/16 23:15,0,0
7.31E+17,JosephERash1,"RT @LionMcHeartson: @ChristiChat This is a movement The People have totally been wanting for a while, and #NeverTrump is steadily screwing‰Û_",Trump,OR,neutral,0,5/11/16 23:15,0,0
7.31E+17,feistybunnygirl,"RT @AlGiordano: Another neat WV stat: If we subtract from each the % of their voters who say they'll vote Trump in November: Clinton 32.6%,‰Û_",Clinton,CA,neutral,0,5/11/16 23:15,0,0
7.31E+17,Davidlaz,"I truly don't understand how Trump supporters can be untroubled by him being caught in lies -- in this case, his tax returns",Trump,CA,neutral,0,5/11/16 23:15,0,0
7.31E+17,OhioBATs,"RT @SusanMaylone: AP report: 84,800 Oregon voters change their registration to vote for Sanders, highest turnout since 1970s  https://t.co/‰Û_",Sanders,OH,neutral,0,5/11/16 23:15,0,0
7.31E+17,martinwfowler,"RT @Reuters: Exclusive: Trump surges in support, now running nearly even with Clinton in national poll. https://t.co/mCKwOoXRcS https://t.c‰Û_",Clinton,NY,positive,0.676766,5/11/16 23:15,0,0
7.31E+17,mikedidi1964,RT @Juliet777777: Comey rebuffs Clinton claim FBI only conducting ‰Û÷security inquiry‰Ûª on emails | Fox News | https://t.co/9oyoYM1WL0,Clinton,FL,neutral,0,5/11/16 23:15,0,0
7.31E+17,Tati1PrettyMf,RT @candiepaint_: WHITE PEOPLE WHEN YOU CALL THEM RACIST FOR SUPPORTING TRUMP https://t.co/DzqrxhcEOP,Trump,IN,neutral,0,5/11/16 23:15,0,0
7.31E+17,BenedictoFonz,Ted Cruz says he will run for Senate re-election in 2018 - https://t.co/ZCkMz5QkA5 https://t.co/TTPPkfYCV6,Cruz,AL,neutral,0,5/11/16 23:15,0,0
7.31E+17,americonsumer,"RT @CassandraRules: Preach, Bern. Sick of hearing about ""poor oppressed Hillary Clinton"" https://t.co/Uyh28NTfbK",Clinton,CA,negative,-0.17386,5/11/16 23:15,0,0
7.31E+17,Jody_Rossel,"@karen58Romans @ImagineAnna @realDonaldTrump assimilate? hell they want to kill us! NOT WELCOME! no way, no time! Deported/safe only way",Trump,MT,negative,-0.716772,5/11/16 23:15,0,0
7.31E+17,msdianesolomon,RT @HouseCracka: the new world order has been working for a hundred years to get to this point and here comes Donald Trump to foil their pl‰Û_,Trump,CA,positive,0.447958,5/11/16 23:15,0,0
7.31E+17,Lemieux1150Jane,"RT @HeHasntTweeted: #NeverTrumpWhich is more Presidential?Retweet for rockFav for Trump https://t.co/Xhih6uyWuK",Trump,PA,negative,-0.158193,5/11/16 23:15,0,0
7.31E+17,right_wingflyer,@jordansmama08  Sean probably has dirty knees from his position of Trump sycophant.,Trump,PA,negative,-0.798514,5/11/16 23:15,0,0
7.31E+17,jwgorham,RT @Adweek: Here's the real story behind this simply perfect anti-Donald Trump billboard: https://t.co/vmRx63LeqS https://t.co/7fVZ3eW90S,Trump,PA,positive,0.669006,5/11/16 23:15,0,0
7.31E+17,Revbev30Cruz,"RT @RufusKings1776: @PolitiBunnyFLASHBACK:In an after debate interview on 2/25/16 Mr. Two Corinthian Trump said he gets audited due to re‰Û_",Trump,TX,neutral,0,5/11/16 23:15,0,0
7.31E+17,iammeganlee,"#Workingfamilies to be hit if #DonaldTrump elected: #HillaryClinton https://t.co/K8qqFEsD5CNews@ #US #USnews #news #USA #USAnews #Politics",Clinton,CA,positive,0.697541,5/11/16 23:15,0,0
7.31E+17,barlasmdjr,RT @realDonaldTrump: Goofy Elizabeth Warren is now using the woman‰Ûªs card like her friend crooked Hillary. See her dumb tweet ‰ÛÏwhen a woman‰Û_,Clinton,NY,neutral,0,5/11/16 23:15,0,0
7.31E+17,KrisKFindlay,RT @business: FBI director says he feels pressure to ensure Clinton email probe is handled properly https://t.co/uV9bDHXPSw https://t.co/dl‰Û_,Clinton,AL,negative,-0.239302,5/11/16 23:15,0,0
7.31E+17,PatriotRider,RT @1UnderGod: Cheers for Trump!  https://t.co/FrmhieHyhg,Trump,NY,positive,0.73038,5/11/16 23:15,0,0
7.31E+17,TheMadMarkShow,@HuffPostPol Go Ted!!!,Cruz,MD,positive,0.602373,5/11/16 23:15,0,0
7.31E+17,PoliticallyGQ,Dear #MicroAggression jump on the #TrumpTrain and https://t.co/DH9X0Cx8y9  https://t.co/xkxVuOfhm4,Trump,NY,negative,-0.211367,5/11/16 23:15,0,0
7.31E+17,NikkiBlakk,Donald J. Trump has reached a new milestone...a poll shows he is now more hated in the US than Nickelback #OhSnap https://t.co/fUKPUohr9L,Trump,CA,negative,-0.738483,5/11/16 23:15,0,0
7.31E+17,rakos1,@amandacarpenter Donald Trump = political Madoff,Trump,NJ,neutral,0,5/11/16 23:15,0,0
7.31E+17,Metal_Fusionist,@LadyTetta @CBSNews i would rather ask y after being federally subpoena 2 turn in emails by the government did Hillary delete them.,Clinton,CA,negative,-0.688403,5/11/16 23:15,0,0
7.31E+17,lemire_suzanne,"RT @elizabethforma: You're so concerned about Wall Street, @realDonaldTrump, that you say you‰Ûªd ‰ÛÏabsolutely‰Ûù repeal Dodd-Frank?",Trump,NH,negative,-0.523155,5/11/16 23:15,0,0
7.31E+17,untwin34,"I dont believe any poll Hannity does anymore. He is a Trump hack, Might as well give his hour up &amp; let Trump have it https://t.co/XrS4f70WkD",Trump,AR,negative,-0.246937,5/11/16 23:15,0,0
7.31E+17,NMEndres,RT @TheYoungTurks: How Likely Is A @HillaryClinton Indictment? https://t.co/IseCZ7RtTT,Clinton,WI,positive,0.605394,5/11/16 23:15,0,0
7.31E+17,808hopeful,Good try @ErinBurnett. Michael Cohen lies about what tax returns reveals. What r Trump &amp; Sanders hiding?  https://t.co/v9mAPkq4D5,Sanders,HI,positive,0.480508,5/11/16 23:15,0,0
7.31E+17,andersoncrook,"@CharlesForsman Man, you'll totally dig it! It made me wish that Patrick Stewart would play more Donald Pleasance-style roles...",Trump,GA,positive,0.411879,5/11/16 23:15,0,0
7.31E+17,bitmapped,RT @daveweigel: T. Boone Pickens for Trump! https://t.co/PAOiZn9S7o,Trump,WV,positive,0.230726,5/11/16 23:15,0,0
7.31E+17,drewpanson,Misquoted twice. Clearly cut up. Gotta be better. https://t.co/m02y2BHrj9,Cruz,DE,positive,0.0221729,5/11/16 23:15,0,0
7.31E+17,OCYRtweets,@GOP Southern #California office grand opening with the #Republican Leadership Initiative ft: @DianeHarkey @OCGOP https://t.co/oVutvpKvfp,Trump,CA,positive,0.25183,5/11/16 23:15,0,0
7.31E+17,Montana_Monty,RT @IngrahamAngle: WATCH @DatelineNBC on Clinton rape allegation. @WendyLongNY is right--HRC horrid treatment of victims IS relavant. https‰Û_,Clinton,MT,negative,-0.731144,5/11/16 23:15,0,0
7.31E+17,MargieHassman,@jgobble @CathyWentzel @HillaryClinton thank you!!! Great find. It's spot on! #feelthefraud,Clinton,NY,positive,0.557322,5/11/16 23:15,0,0
7.31E+17,cbatson941,BIG CHIEF PHONY SQUAW NEEDS TO KEEP ON ATTACKING TRUMP. PLEASE DON'T STOP YOU GET TRUMP MORE SUPPORT. THANKS. https://t.co/b1rZJ37OkC,Trump,TX,negative,-0.03418,5/11/16 23:15,0,0
7.31E+17,ChuckModi1,"RT @ShaunKing: 1. Tupac was checking Trump &amp; income inequality 25 years ago.2. He was just 21 in this video. 3. Damn he's missed.https:/‰Û_",Trump,NY,negative,-0.224593,5/11/16 23:15,0,0
7.31E+17,__infidel__,RT @BreitbartNews: Ricky Gervais Predicts Trump Victory: ‰Û÷People Are Tired of Being Told They Can‰Ûªt Say Things‰Ûª https://t.co/VX2lN4iorh,Trump,CA,negative,-0.513594,5/11/16 23:15,0,0
7.31E+17,365REBEL365,RT @KatrinaPierson: Republicans complaining that Trump is ONLY worth a few billion dollars. #ReasonsGOPNeededAutopsyReport Completely out o‰Û_,Trump,AK,negative,-0.711766,5/11/16 23:15,0,0
7.31E+17,rvnhoose,"RT @pegcamp78: TRUTHFEED: #DanaLoesch attacks double-mastectomy #Trump supporter as ""flat chested."" If true, new low for #Cruzbots! https:/‰Û_",Trump,TN,negative,-0.232701,5/11/16 23:15,0,0
7.31E+17,shirliegledhill,"RT @cher: WAIT...Donald Trump Can LIE Everytime He Moves His Dry,,Cracked,White Lips..&amp; HILLARY IS DISHONEST‰Åä•üèHe May Be The Most Disgustin‰Û_",Clinton,PA,neutral,0,5/11/16 23:15,0,0
7.31E+17,F100Stealth,RT @tracieeeeee: I am SICK &amp; DAMN tired of this crap If #Trump gets POTUS this WILL STOP ARE YOU PISSED OVER THIS CRAP??? https://t.co/RhSn‰Û_,Trump,TX,negative,-0.968415,5/11/16 23:15,0,0
7.31E+17,msholmes2U,"@mitchellreports @realDonaldTrump ""What about his taxes?"" And why aren't the journalist getting him about that!?? https://t.co/FFhXUEq96K",Trump,NJ,negative,-0.443292,5/11/16 23:15,0,0
7.31E+17,WEdwarda,Brad Thor Explains Facebook Firestorm for Not Backing Trump https://t.co/jop8I2hA13 via @glennbeck,Trump,LA,negative,-0.355146,5/11/16 23:15,0,0
7.31E+17,lyndseyuchyn,RT @CloydRivers: Hillary 2016. Merica. https://t.co/yOYTHDiHPX,Clinton,IL,neutral,0,5/11/16 23:15,0,0
7.31E+17,Jerome9364,"RT @Campaign_Trump: .@PASTORMARKBURNS: ""I want to declare to you, that under Donald Trump, ALL lives matter."" https://t.co/6ak6yP5q7R",Trump,FL,neutral,0,5/11/16 23:15,0,0
7.31E+17,BerinSzoka,"Rubio thinks Trump too ""erratic"" to be trusted with US nukesBut... endorses him anywayBecause... Party unity!https://t.co/EGo10agLTr",Trump,WA,negative,-0.173238,5/11/16 23:15,0,0
7.31E+17,vandives,RT @DiamondandSilk: .@HillaryClinton shouldn't be worried about @realDonaldTrump Tax Returns she should be worried about her email scandal‰Û_,Clinton,MO,negative,-0.651389,5/11/16 23:15,0,0
7.31E+17,316BellaLuna,"RT @JudgeMoroz: @AndreaTantaros for @realDonaldTrump Administration Press Secretary ...Because America needs ppl of Courage in DC! https:‰Û_",Trump,MD,positive,0.219181,5/11/16 23:15,0,0
7.31E+17,susankfletcher,RT @newsmax: Woodward: WashPo Assigns 20 Reporters to Dig Up Trump's Past https://t.co/t1HdfwnvU9,Trump,CA,neutral,0,5/11/16 23:15,0,0
7.31E+17,SLadreda,RT @realDenaldTrump: If Americans found out what an incompetent businessman I am I'd get 5% of vote! BAD! #TaxReturns @realDonaldTrump http‰Û_,Trump,FL,negative,-0.692646,5/11/16 23:15,0,0
7.31E+17,WEdwarda,Brad Thor Explains Facebook Firestorm for Not Backing Trump https://t.co/KRZwhJ4GSm via @glennbeck,Trump,LA,negative,-0.355146,5/11/16 23:15,0,0
7.31E+17,martinjudy46,"RT @johnfund: Romney delayed tax return release in 2012. Trump vigoroulsy  urged earlier action.‰ÛÏMitt has to get those tax returns out"" he‰Û_",Trump,AZ,negative,-0.0743691,5/11/16 23:15,0,0
7.31E+17,vampirequeen22,RT @Juliess31: Jon Stewart is so right about #CrazyBernie - authenticity is so foreign to us that it seems crazy. #FeelTheBern _ÙÓ´_ÙÓ´_ÙÓ´ https://‰Û_,Sanders,TN,negative,-0.234371,5/11/16 23:15,0,0
7.31E+17,JFMNYC,Mitt Romney Sees Only One Possible Explanation For Why Trump Won't Release His Tax Returns...YEAH MITT! (Interesting: we finally agree.),Trump,NY,neutral,0,5/11/16 23:15,0,0
7.31E+17,younggopp,"RT @atensnut: I was 35 years old when Bill Clinton, Ark. Attorney General raped me and Hillary tried to silence me.  I am now 73....it neve‰Û_",Clinton,FL,negative,-0.47898,5/11/16 23:15,0,0
7.31E+17,JSchwar68644942,"RT @LessGovMoreFun: . ""If Hillary is able to look families of dead Americans in the eyes and lie about how they died...""#Cali#RR https://‰Û_",Clinton,PA,negative,-0.552266,5/11/16 23:15,0,0
7.31E+17,siaayrom,RT @CannonTerrie: Trump's supporters don't care if he's hiding something in his taxes.They just walk around n circles with soiled britches‰Û_,Trump,TX,negative,-0.568251,5/11/16 23:15,0,0
7.31E+17,BlueSkyNJ,RT @mitchellvii: The only reason Romney and the media want to see Trump's taxes is so they can go on a snipe hunt looking for something to‰Û_,Trump,NJ,neutral,0,5/11/16 23:15,0,0
7.31E+17,PoliticallyGQ,Dear #MicroAggression jump on the #TrumpTrain and https://t.co/DH9X0Cx8y9  https://t.co/IiPSYqsREK,Trump,NY,negative,-0.211367,5/11/16 23:15,0,0
7.31E+17,KatieBusiness,"What's funny about Trump is that, until his campaign, he supported migrant workers, women, low income families,... https://t.co/LfWHJyUV2r",Trump,WI,positive,0.678587,5/11/16 23:15,0,0
7.31E+17,rpkelly,"RT @CleveBryan: This is how awkward it was when politician tries to avoid saying ""one nation under God"" at #HillaryClinton event https://t.‰Û_",Clinton,MS,negative,-0.727589,5/11/16 23:15,0,0
7.31E+17,zesty_republic,Trump puts #GOP on notice: Its his party now | Fox News https://t.co/z6LaCaAEU8 #Republican https://t.co/M7g9fRz94j,Trump,TX,negative,-0.321829,5/11/16 23:15,0,0
7.31E+17,PoorSenator,Most presidential candidates release tax returns to prove they are normal people. @realDonaldTrump is withholding his to disguise that fact,Trump,NY,negative,-0.697758,5/11/16 23:15,0,0
7.31E+17,AditiJuneja3,"RT @HillaryClinton: Trump's policies that affect women are even more offensive than his comments on women‰ÛÓand that's saying something.http‰Û_",Clinton,NY,negative,-0.45315,5/11/16 23:15,0,0
7.31E+17,Velcro108,"RT @AnnCoulter: America, 2016 (Pre-Trump!) https://t.co/lu5mGYqj6q",Trump,FL,neutral,0,5/11/16 23:15,0,0
7.31E+17,deaconpunnett,"Donald J. Trump is America‰Ûªs very own Kim Jung-il. Trump is less a mere mortal as he is a demigod who cannot be... https://t.co/X0UhxVwJnD",Trump,AZ,negative,-0.0968063,5/11/16 23:15,0,0
7.31E+17,JanetMenke,#DonTheCon @realDonaldTrump GOP primary voters may not care but the rest of us do.  Tangerine FRAUD release them! https://t.co/GND9l9ztbd,Trump,MD,positive,0.0688598,5/11/16 23:15,0,0
7.31E+17,GleasonGail,RT @CNNPolitics: Donald Trump nabs the support of billionaire GOP backer T. Boone Pickens https://t.co/7QFNdo6rTp via @Phil_Mattingly https‰Û_,Trump,NY,positive,0.241183,5/11/16 23:15,0,0
7.31E+17,NickMCiombor,Crooked Hillary &amp; Crazy Bernie are the worst Democrats I have ever seen. #DonaldTrump @realDonaldTrump,Sanders,IL,negative,-0.2579,5/11/16 23:15,0,0
7.31E+17,real_crooked,RT @_JohnFKennedy_: Hillary Clinton looks like a guidance counsellor who will never change your schedule.,Clinton,SC,neutral,0,5/11/16 23:15,0,0
7.31E+17,dnauerbach13,RT @A_Real_MSmith: We don't need another Bush-backed Clinton in the White House. #BernieOrBust #BernieSanders  https://t.co/0zqium5G8S,Sanders,CA,neutral,0,5/11/16 23:15,0,0
7.31E+17,NancyRog11,RT @GRForSanders: Only with @BernieSanders can we guarantee winning the White House. This is A Future To Believe In #FeelTheBern https://t.‰Û_,Sanders,CT,positive,0.607536,5/11/16 23:15,0,0
7.31E+17,theczarreport,"Meanwhile in another parallel universe earlier, Trump says the ban on muslims is a suggestion. @ChuckNellis https://t.co/QumS6efI28",Trump,WA,positive,0.255015,5/11/16 23:15,0,0
7.31E+17,GiGisMeBlog,Heartbreaking Video ‰ÛÒ 41 Year Anniversary of Hillary Clinton‰Ûªs Abuse of Rape Victim‰Û_ | The Last Refuge @mitchellvii  https://t.co/jU28rSz4Tr,Clinton,CA,negative,-0.907313,5/11/16 23:15,0,0
7.31E+17,sddickerson,"@natecastro7 @HillaryClinton Your REALLY BIG LIE Is Showing.HRC/2016",Clinton,WI,neutral,0,5/11/16 23:15,0,0
7.31E+17,JW_Tw645,"Khan is a buffoon! ""Trump is ignorant towards Muslims"" he says, then threatens violence towards US! #Trump #MAGA https://t.co/Ro0cUZKHxy",Trump,NY,negative,-0.504718,5/11/16 23:15,0,0
7.31E+17,FireGod6371,RT @WSJ: Trump adviser says he‰Ûªs open to entitlement program changes https://t.co/gGs5fjJMpu,Trump,LA,positive,0.298255,5/11/16 23:15,0,0
7.31E+17,zachschurmann,"Romney says Trump's refusal to release tax returns is ""disqualifying"" https://t.co/eKpw09oY45  https://t.co/ZpHwjqbqYR",Trump,TX,positive,0.215712,5/11/16 23:15,0,0
7.31E+17,Sylvaners,"RT @elizabethforma: You're so concerned about Wall Street, @realDonaldTrump, that you say you‰Ûªd ‰ÛÏabsolutely‰Ûù repeal Dodd-Frank?",Trump,IL,negative,-0.523155,5/11/16 23:15,0,0
7.31E+17,shelovestobes,@ianjholloway @ImRealUgly he is fire. Trap trap Bernie Sanders. His verse on rari with famous dex and yachty also fire,Sanders,CA,negative,-0.61993,5/11/16 23:15,0,0
7.31E+17,emineno435,RT @barbdwyer1: #BernieSanders #BernieMT #Missoula crowd shot courtesy #KECI13 photo https://t.co/8OeYHWYqWh,Sanders,CA,positive,0.274093,5/11/16 23:15,0,0
